mutual_information,geometric_distance,graph_distance
0.003077468854906895,0.3139756152983136,5.783644570796241
0.005471176461004035,0.2827398104973323,5.208259782776951
0.0013323455379903315,0.35942248357142553,6.620806822067694
0.006964814628958926,0.2696362268043971,4.966882850967731
0.0004763278722277331,0.41526061095433,7.649383139928322
0.0008391699264873598,0.3845181141480525,7.083085420987908
0.00039263829436197994,0.42574953559423045,7.842596272067304
0.0006855993124377235,0.39549041151818276,7.2852026078707866
0.0001329854259450869,0.4845204119100996,8.925195821724241
0.007842232733139776,0.2631949649428258,4.8482304226275295
0.004884162119356716,0.2889011299774187,5.321755481881116
0.0009291178538108902,0.37899056503174094,6.981264203419817
0.034743447181897036,0.18239087110486338,3.359764007234055
4.473766344048613e-06,0.6685446284049922,10.327304671442207
9.417268131972634e-06,0.6282017675581218,11.571904202974736
0.00043691917545540804,0.41994861934943506,7.735739445899521
4.6007900041722394e-05,0.542134150449569,9.986480105825352
0.004980856641519704,0.2878368857473006,5.302151378684518
0.0015655898162054704,0.3506649047917892,6.459486259278001
0.0013406133024660427,0.35908665450630073,6.61462062207449
0.0020752700467530083,0.33536541119109436,6.17765917211546
1.6096134520804384e-06,0.7238235780942105,12.857642922705272
0.00030549447122019124,0.4393728036555643,8.093546143714418
0.00016848433180527422,0.47167683804128857,8.688608447875504
8.230553028543142e-05,0.5105647774621207,9.404950764736812
0.0010498256708726394,0.3723598343803574,6.859121630991543
0.004332324983474134,0.29540974629549327,5.441648625161247
7.701144899563417e-07,0.7634802069221104,10.341028210653873
0.0008875575099269728,0.3814748254779542,7.027025971984341
0.0003083510931274347,0.4388675529302592,8.084239081407922
7.690721386177657e-05,0.5142470569257019,9.472780859145455
0.00044091466532791834,0.4194544507573389,7.726636524030829
0.0005972349453764458,0.4029809396372787,7.423183234956251
0.007184782107117815,0.26794822421431924,4.935788694160942
0.000941956671856925,0.37824555786276476,6.967540664208152
0.00011631019492774897,0.4917931098374792,9.059163868391705
0.0006671346191042815,0.3969725015567195,7.312503715304464
0.0004727649623297303,0.4156681914127312,7.656891049430005
0.00043449551184671087,0.4202505887513307,7.7413019278462825
0.0007237144082692382,0.3925533475184188,7.231099889606579
5.195714207317792e-06,0.660439959781705,12.16575364968753
0.00017687261639021123,0.46903935580486383,8.640024229630479
2.2443257400528438e-05,0.5810900806162493,10.704074858509474
0.000334392442620679,0.4344663198682395,8.00316537229273
0.0005840146480855513,0.404196102950493,7.4455673704007355
0.00018663585965361662,0.46612270494271935,8.58629753525734
0.0012374679113613674,0.3634328180452069,6.694679913085687
5.8811503643951824e-05,0.5288079847365148,9.741003061684175
0.001512724051542902,0.3525296771315707,6.493836635209269
0.00033686141535005376,0.4340669798467184,7.9958092572480055
0.0007428886312021987,0.39113380523028557,7.204950954314337
0.0004119529029606994,0.4231427362740246,7.7945772540262395
0.0002730452886565704,0.44546867592972794,8.205836260732697
0.00024022688083125132,0.4524200399413825,8.333885117926386
0.00034674057557926297,0.4324978511698338,7.966904838844934
